market_id,micro_group_id,group_label,relationship,rank,confidence,rationale
2299985,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,4,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299986,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,5,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299987,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,6,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299988,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,7,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299989,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,8,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299990,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,9,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299991,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,10,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299992,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,11,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299993,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,12,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299994,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,13,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299995,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,14,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299996,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,15,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298768,business-finance-18,OpenAI private valuation >= $B by June 30 2026,IMPLIES,1,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298769,business-finance-18,OpenAI private valuation >= $B by June 30 2026,IMPLIES,2,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298770,business-finance-18,OpenAI private valuation >= $B by June 30 2026,IMPLIES,3,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298771,business-finance-18,OpenAI private valuation >= $B by June 30 2026,IMPLIES,4,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298772,business-finance-18,OpenAI private valuation >= $B by June 30 2026,IMPLIES,5,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298773,business-finance-18,OpenAI private valuation >= $B by June 30 2026,IMPLIES,6,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298774,business-finance-18,OpenAI private valuation >= $B by June 30 2026,IMPLIES,7,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298775,business-finance-18,OpenAI private valuation >= $B by June 30 2026,IMPLIES,8,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298776,business-finance-18,OpenAI private valuation >= $B by June 30 2026,IMPLIES,9,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298777,business-finance-18,OpenAI private valuation >= $B by June 30 2026,IMPLIES,10,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298778,business-finance-18,OpenAI private valuation >= $B by June 30 2026,IMPLIES,11,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298779,business-finance-18,OpenAI private valuation >= $B by June 30 2026,IMPLIES,12,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
1298659,business-finance-19,OpenAI IPO closing market cap above $B,IMPLIES,1,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
1298658,business-finance-19,OpenAI IPO closing market cap above $B,IMPLIES,2,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
1298657,business-finance-19,OpenAI IPO closing market cap above $B,IMPLIES,3,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
1298649,business-finance-19,OpenAI IPO closing market cap above $B,IMPLIES,4,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
1298648,business-finance-19,OpenAI IPO closing market cap above $B,IMPLIES,5,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
2307825,business-finance-20,Anthropic private valuation >= $B by Dec 31 2026,IMPLIES,1,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2307824,business-finance-20,Anthropic private valuation >= $B by Dec 31 2026,IMPLIES,2,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299952,business-finance-20,Anthropic private valuation >= $B by Dec 31 2026,IMPLIES,3,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299953,business-finance-20,Anthropic private valuation >= $B by Dec 31 2026,IMPLIES,4,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299954,business-finance-20,Anthropic private valuation >= $B by Dec 31 2026,IMPLIES,5,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299955,business-finance-20,Anthropic private valuation >= $B by Dec 31 2026,IMPLIES,6,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299956,business-finance-20,Anthropic private valuation >= $B by Dec 31 2026,IMPLIES,7,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299957,business-finance-20,Anthropic private valuation >= $B by Dec 31 2026,IMPLIES,8,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299958,business-finance-20,Anthropic private valuation >= $B by Dec 31 2026,IMPLIES,9,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299959,business-finance-20,Anthropic private valuation >= $B by Dec 31 2026,IMPLIES,10,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299960,business-finance-20,Anthropic private valuation >= $B by Dec 31 2026,IMPLIES,11,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299961,business-finance-20,Anthropic private valuation >= $B by Dec 31 2026,IMPLIES,12,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299962,business-finance-20,Anthropic private valuation >= $B by Dec 31 2026,IMPLIES,13,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298736,business-finance-21,Anthropic private valuation >= $B by June 30 2026,IMPLIES,1,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298737,business-finance-21,Anthropic private valuation >= $B by June 30 2026,IMPLIES,2,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298738,business-finance-21,Anthropic private valuation >= $B by June 30 2026,IMPLIES,3,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298739,business-finance-21,Anthropic private valuation >= $B by June 30 2026,IMPLIES,4,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298740,business-finance-21,Anthropic private valuation >= $B by June 30 2026,IMPLIES,5,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298741,business-finance-21,Anthropic private valuation >= $B by June 30 2026,IMPLIES,6,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298742,business-finance-21,Anthropic private valuation >= $B by June 30 2026,IMPLIES,7,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298743,business-finance-21,Anthropic private valuation >= $B by June 30 2026,IMPLIES,8,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298744,business-finance-21,Anthropic private valuation >= $B by June 30 2026,IMPLIES,9,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298745,business-finance-21,Anthropic private valuation >= $B by June 30 2026,IMPLIES,10,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298746,business-finance-21,Anthropic private valuation >= $B by June 30 2026,IMPLIES,11,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298747,business-finance-21,Anthropic private valuation >= $B by June 30 2026,IMPLIES,12,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
1250581,business-finance-22,SpaceX completes IPO by deadline,IMPLIES,1,high,Same SpaceX IPO; completing it by an earlier date implies completing it by every later date (Dec-2026 deadline equals 'before 2027').
1720967,business-finance-22,SpaceX completes IPO by deadline,IMPLIES,2,high,Same SpaceX IPO; completing it by an earlier date implies completing it by every later date (Dec-2026 deadline equals 'before 2027').
1720968,business-finance-22,SpaceX completes IPO by deadline,IMPLIES,3,high,Same SpaceX IPO; completing it by an earlier date implies completing it by every later date (Dec-2026 deadline equals 'before 2027').
1720969,business-finance-22,SpaceX completes IPO by deadline,IMPLIES,4,high,Same SpaceX IPO; completing it by an earlier date implies completing it by every later date (Dec-2026 deadline equals 'before 2027').
1250582,business-finance-22,SpaceX completes IPO by deadline,IMPLIES,5,high,Same SpaceX IPO; completing it by an earlier date implies completing it by every later date (Dec-2026 deadline equals 'before 2027').
1971078,business-finance-22,SpaceX completes IPO by deadline,IMPLIES,6,high,Same SpaceX IPO; completing it by an earlier date implies completing it by every later date (Dec-2026 deadline equals 'before 2027').
1250583,business-finance-22,SpaceX completes IPO by deadline,IMPLIES,7,high,Same SpaceX IPO; completing it by an earlier date implies completing it by every later date (Dec-2026 deadline equals 'before 2027').
1250584,business-finance-22,SpaceX completes IPO by deadline,IMPLIES,8,high,Same SpaceX IPO; completing it by an earlier date implies completing it by every later date (Dec-2026 deadline equals 'before 2027').
676795,business-finance-22,SpaceX completes IPO by deadline,IMPLIES,8,high,Same SpaceX IPO; completing it by an earlier date implies completing it by every later date (Dec-2026 deadline equals 'before 2027').
2308003,business-finance-23,SpaceX IPO closing market cap above $B,IMPLIES,1,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
2308005,business-finance-23,SpaceX IPO closing market cap above $B,IMPLIES,2,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
2308006,business-finance-23,SpaceX IPO closing market cap above $B,IMPLIES,3,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
2308007,business-finance-23,SpaceX IPO closing market cap above $B,IMPLIES,4,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
2308008,business-finance-23,SpaceX IPO closing market cap above $B,IMPLIES,5,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
1326787,business-finance-23,SpaceX IPO closing market cap above $B,IMPLIES,6,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
2308023,business-finance-23,SpaceX IPO closing market cap above $B,IMPLIES,7,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
2308024,business-finance-23,SpaceX IPO closing market cap above $B,IMPLIES,8,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
1326778,business-finance-23,SpaceX IPO closing market cap above $B,IMPLIES,9,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
1326777,business-finance-23,SpaceX IPO closing market cap above $B,IMPLIES,10,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
915770,business-finance-23,SpaceX IPO closing market cap above $B,IMPLIES,11,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
915771,business-finance-23,SpaceX IPO closing market cap above $B,IMPLIES,12,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
915769,business-finance-23,SpaceX IPO closing market cap above $B,IMPLIES,13,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
909467,business-finance-23,SpaceX IPO closing market cap above $B,IMPLIES,14,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
909468,business-finance-23,SpaceX IPO closing market cap above $B,IMPLIES,15,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
909466,business-finance-23,SpaceX IPO closing market cap above $B,IMPLIES,16,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
2298906,business-finance-24,SpaceX private valuation >= $B by June 30 2026,IMPLIES,1,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298908,business-finance-24,SpaceX private valuation >= $B by June 30 2026,IMPLIES,2,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298911,business-finance-24,SpaceX private valuation >= $B by June 30 2026,IMPLIES,3,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298915,business-finance-24,SpaceX private valuation >= $B by June 30 2026,IMPLIES,4,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298918,business-finance-24,SpaceX private valuation >= $B by June 30 2026,IMPLIES,5,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298922,business-finance-24,SpaceX private valuation >= $B by June 30 2026,IMPLIES,6,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298926,business-finance-24,SpaceX private valuation >= $B by June 30 2026,IMPLIES,7,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298928,business-finance-24,SpaceX private valuation >= $B by June 30 2026,IMPLIES,8,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298929,business-finance-24,SpaceX private valuation >= $B by June 30 2026,IMPLIES,9,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298930,business-finance-24,SpaceX private valuation >= $B by June 30 2026,IMPLIES,10,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298931,business-finance-24,SpaceX private valuation >= $B by June 30 2026,IMPLIES,11,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
1296852,business-finance-25,Tesla-SpaceX merger announced by deadline,IMPLIES,1,high,Same event; announcement by the earlier date implies announcement by the later date.
2252540,business-finance-25,Tesla-SpaceX merger announced by deadline,IMPLIES,2,high,Same event; announcement by the earlier date implies announcement by the later date.
692245,business-finance-26,AI industry downturn by deadline,IMPLIES,1,high,Identical downturn definition; occurring by an earlier deadline implies occurring by every later one.
691336,business-finance-26,AI industry downturn by deadline,IMPLIES,2,high,Identical downturn definition; occurring by an earlier deadline implies occurring by every later one.
691340,business-finance-26,AI industry downturn by deadline,IMPLIES,3,high,Identical downturn definition; occurring by an earlier deadline implies occurring by every later one.
1285274,business-finance-27,Gemini score >= % on Humanity's Last Exam,IMPLIES,1,high,Same model/benchmark; clearing a higher score implies clearing every lower score.
1285273,business-finance-27,Gemini score >= % on Humanity's Last Exam,IMPLIES,2,high,Same model/benchmark; clearing a higher score implies clearing every lower score.
1285272,business-finance-27,Gemini score >= % on Humanity's Last Exam,IMPLIES,3,high,Same model/benchmark; clearing a higher score implies clearing every lower score.
1285271,business-finance-27,Gemini score >= % on Humanity's Last Exam,IMPLIES,4,high,Same model/benchmark; clearing a higher score implies clearing every lower score.
1285270,business-finance-27,Gemini score >= % on Humanity's Last Exam,IMPLIES,5,high,Same model/benchmark; clearing a higher score implies clearing every lower score.
1999854,business-finance-28,Claude score >= % on Humanity's Last Exam,IMPLIES,1,high,Same model/benchmark; clearing a higher score implies clearing every lower score.
1999853,business-finance-28,Claude score >= % on Humanity's Last Exam,IMPLIES,2,high,Same model/benchmark; clearing a higher score implies clearing every lower score.
1285586,business-finance-28,Claude score >= % on Humanity's Last Exam,IMPLIES,3,high,Same model/benchmark; clearing a higher score implies clearing every lower score.
1285584,business-finance-28,Claude score >= % on Humanity's Last Exam,IMPLIES,4,high,Same model/benchmark; clearing a higher score implies clearing every lower score.
1285583,business-finance-28,Claude score >= % on Humanity's Last Exam,IMPLIES,5,high,Same model/benchmark; clearing a higher score implies clearing every lower score.
1280315,business-finance-29,Gemini score >= % on FrontierMath,IMPLIES,1,high,Same model/benchmark; clearing a higher score implies clearing every lower score.
1280314,business-finance-29,Gemini score >= % on FrontierMath,IMPLIES,2,high,Same model/benchmark; clearing a higher score implies clearing every lower score.
1280316,business-finance-29,Gemini score >= % on FrontierMath,IMPLIES,3,high,Same model/benchmark; clearing a higher score implies clearing every lower score.
1280313,business-finance-29,Gemini score >= % on FrontierMath,IMPLIES,4,high,Same model/benchmark; clearing a higher score implies clearing every lower score.
573829,business-finance-30,Grok 5 released by deadline,IMPLIES,1,high,Same model; release by an earlier date implies release by every later date.
573830,business-finance-30,Grok 5 released by deadline,IMPLIES,2,high,Same model; release by an earlier date implies release by every later date.
1301998,business-finance-30,Grok 5 released by deadline,IMPLIES,3,high,Same model; release by an earlier date implies release by every later date.
676784,business-finance-31,Anduril IPO before 2027 (duplicate listings),EQUIVALENT,,high,Identical resolution criteria for the same company and deadline; the two listings resolve together.
1321865,business-finance-31,Anduril IPO before 2027 (duplicate listings),EQUIVALENT,,high,Identical resolution criteria for the same company and deadline; the two listings resolve together.
896056,business-finance-32,Warner Bros. Discovery acquisition,IMPLIES,1,high,Paramount closing the WBD acquisition entails an acquisition agreement for WBD by any entity.
694933,business-finance-32,Warner Bros. Discovery acquisition,IMPLIES,2,high,Paramount closing the WBD acquisition entails an acquisition agreement for WBD by any entity.
563650,business-finance-33,SCOTUS grants cert in sports-event-contract case by deadline,IMPLIES,1,high,Same event; cert granted by the earlier date implies cert granted by the later date.
1231857,business-finance-33,SCOTUS grants cert in sports-event-contract case by deadline,IMPLIES,2,high,Same event; cert granted by the earlier date implies cert granted by the later date.
1088912,business-finance-34,2026 meteor strike >= energy threshold,IMPLIES,1,high,Same bolide-energy metric; a higher-energy strike implies every lower-energy threshold.
1073738,business-finance-34,2026 meteor strike >= energy threshold,IMPLIES,2,high,Same bolide-energy metric; a higher-energy strike implies every lower-energy threshold.
1073747,business-finance-34,2026 meteor strike >= energy threshold,IMPLIES,3,high,Same bolide-energy metric; a higher-energy strike implies every lower-energy threshold.
